date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sh.600048,9.8500,9.8800,9.4200,9.4300,9.9000,117278568,1120366524.6900,3,0.979700,1,-4.747500,0,6.094809,0.355839,8.925559,0.578015
2024-01-03,sh.600048,9.4100,9.5800,9.3200,9.4100,9.4300,89972552,849415732.3700,3,0.751600,1,-0.212100,0,6.081882,0.355084,8.906629,0.576789
2024-01-04,sh.600048,9.3800,9.4000,9.0500,9.1500,9.4100,105095748,962420591.3300,3,0.878000,1,-2.763000,0,5.913839,0.345273,8.660537,0.560853
2024-01-05,sh.600048,9.1200,9.3700,9.0600,9.1700,9.1500,101885181,939879230.4000,3,0.851100,1,0.218600,0,5.926765,0.346028,8.679467,0.562079
2024-01-08,sh.600048,9.1700,9.2400,9.0400,9.0600,9.1700,67455132,615549989.5800,3,0.563500,1,-1.199600,0,5.855670,0.341877,8.575352,0.555336
2024-01-09,sh.600048,9.0600,9.1800,8.9400,9.1200,9.0600,68893095,625310674.6100,3,0.575500,1,0.662300,0,5.894449,0.344141,8.632142,0.559014
2024-01-10,sh.600048,9.0600,9.1700,9.0000,9.0700,9.1200,51969457,472137596.0200,3,0.434100,1,-0.548200,0,5.862133,0.342254,8.584817,0.555949
2024-01-11,sh.600048,9.0200,9.1600,8.9100,9.1100,9.0700,71558960,646987022.7400,3,0.597800,1,0.441000,0,5.887986,0.343764,8.622677,0.558401
2024-01-12,sh.600048,9.0400,9.2900,9.0300,9.1400,9.1100,76036361,697378367.6200,3,0.635200,1,0.329300,0,5.907376,0.344896,8.651072,0.560240
2024-01-15,sh.600048,9.0800,9.1600,8.9100,9.0200,9.1400,84444184,763114964.2800,3,0.705400,1,-1.312900,0,5.829817,0.340368,8.537491,0.552884
2024-01-16,sh.600048,8.9600,9.0500,8.7800,8.9200,9.0200,100238746,892093276.2600,3,0.837400,1,-1.108600,0,5.765185,0.336594,8.442841,0.546755
2024-01-17,sh.600048,8.8500,8.8900,8.6700,8.6700,8.9200,86415702,756874000.1600,3,0.721900,1,-2.802700,0,5.603605,0.327161,8.206214,0.531431
2024-01-18,sh.600048,8.6100,8.8600,8.5800,8.8400,8.6700,103959172,905565986.5000,3,0.868500,1,1.960800,0,5.713479,0.333575,8.367120,0.541851
2024-01-19,sh.600048,8.7800,8.9300,8.7400,8.8700,8.8400,74915499,663930689.3000,3,0.625800,1,0.339400,0,5.732869,0.334708,8.395515,0.543690
2024-01-22,sh.600048,8.7600,8.9300,8.5300,8.7200,8.8700,128307357,1126749647.9800,3,1.071900,1,-1.691100,0,8.672048,0.300686,8.253539,0.534496
