date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sh.600745,42.3300,42.3300,41.4300,41.4300,42.3100,11644818,484887751.2400,3,0.937000,1,-2.079900,0,31.846364,0.852400,-30.754791,1.415421
2024-01-03,sh.600745,41.1600,41.3800,40.4200,40.8000,41.4300,12563428,512999597.6500,3,1.010900,1,-1.520600,0,31.362104,0.839438,-30.287130,1.393898
2024-01-04,sh.600745,40.8100,40.9900,40.2000,40.5200,40.8000,10979592,445508473.8000,3,0.883400,1,-0.686300,0,31.146874,0.833677,-30.079277,1.384332
2024-01-05,sh.600745,40.4400,41.0700,39.1100,39.4900,40.5200,16286697,650707131.1600,3,1.310500,1,-2.542000,0,30.355134,0.812486,-29.314675,1.349143
2024-01-08,sh.600745,39.3200,39.6500,38.6900,38.7000,39.4900,11469941,447230136.3700,3,0.922900,1,-2.000500,0,29.747878,0.796232,-28.728233,1.322154
2024-01-09,sh.600745,39.0100,39.4200,38.4900,38.8500,38.7000,9815044,382415068.6600,3,0.789700,1,0.387600,0,29.863180,0.799318,-28.839583,1.327278
2024-01-10,sh.600745,38.6000,39.0000,37.8300,38.2500,38.8500,11634522,446060268.7300,3,0.936100,1,-1.544400,0,29.401972,0.786973,-28.394184,1.306780
2024-01-11,sh.600745,38.2000,39.0900,38.1000,38.9600,38.2500,11350001,438915899.3200,3,0.913300,1,1.856200,0,29.947734,0.801581,-28.921239,1.331036
2024-01-12,sh.600745,38.7100,38.7100,37.3500,37.3800,38.9600,22624452,855099509.3300,3,1.820400,1,-4.055400,0,28.733221,0.769074,-27.748356,1.277057
2024-01-15,sh.600745,37.1000,38.2500,36.9500,37.6100,37.3800,15431159,582222381.8300,3,1.241600,1,0.615300,0,28.910018,0.773806,-27.919092,1.284915
2024-01-16,sh.600745,37.3100,37.9200,37.2200,37.8200,37.6100,11432525,429374489.8100,3,0.919900,1,0.558400,0,29.071440,0.778126,-28.074981,1.292089
2024-01-17,sh.600745,37.6800,37.8000,36.9200,36.9200,37.8200,8668236,323715857.6800,3,0.697500,1,-2.379700,0,28.379629,0.759609,-27.406883,1.261341
2024-01-18,sh.600745,36.4600,37.5900,36.2000,37.4900,36.9200,15979252,586617899.9900,3,1.285700,1,1.543900,0,28.817776,0.771337,-27.830012,1.280815
2024-01-19,sh.600745,37.2500,37.6500,36.7000,36.8700,37.4900,12270336,455862525.2700,3,0.987300,1,-1.653800,0,28.341195,0.758581,-27.369766,1.259633
2024-01-22,sh.600745,36.8700,37.0900,35.5200,35.8000,36.8700,14734485,537288380.8300,3,1.185600,1,-2.902100,0,27.518710,0.736566,-26.575473,1.223078
2024-01-23,sh.600745,35.6300,36.4700,35.2300,36.2600,35.8000,12806151,461615427.0300,3,1.030400,1,1.284900,0,27.872303,0.746030,-26.916946,1.238793
2024-01-24,sh.600745,36.4600,36.5000,34.6800,36.1500,36.2600,17899970,635816308.4100,3,1.440300,1,-0.303400,0,27.787748,0.743767,-26.835289,1.235035
2024-01-25,sh.600745,35.8200,37.1700,35.5800,37.1400,36.1500,16974883,621520432.6300,3,1.365800,1,2.738600,0,28.548740,0.764136,-27.570197,1.268858
2024-01-26,sh.600745,36.7300,37.0200,36.2100,36.2500,37.1400,13618318,498009304.5300,3,1.095800,1,-2.396300,0,27.864616,0.745825,-26.909522,1.238451
2024-01-29,sh.600745,36.8000,38.3400,35.9600,35.9900,36.2500,22397350,831237283.7700,3,1.802200,1,-0.717200,0,27.664759,0.740475,-26.716516,1.229569
2024-01-30,sh.600745,35.4200,36.0900,34.6100,34.6100,35.9900,13651525,481991392.6900,3,1.098400,1,-3.834400,0,26.603982,0.712082,-25.692098,1.182422
2024-01-31,sh.600745,34.3700,34.8100,33.3400,33.4500,34.6100,17439426,591044413.0900,3,1.403200,1,-3.351600,0,25.712314,0.688216,-24.830994,1.142792
