date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sz.000725,3.8900,3.9000,3.8400,3.8700,3.9000,310637188,1201721503.6800,3,0.845000,1,-0.769200,0,44.399254,0.846275,-15.411092,1.133075
2024-01-03,sz.000725,3.8600,3.8900,3.8200,3.8500,3.8700,264772115,1019815021.7100,3,0.720300,1,-0.516800,0,44.169801,0.841901,-15.331448,1.127219
2024-01-04,sz.000725,3.8400,3.8500,3.7700,3.8000,3.8500,260849504,990575366.5100,3,0.709600,1,-1.298700,0,43.596167,0.830967,-15.132339,1.112580
2024-01-05,sz.000725,3.8000,3.8500,3.7700,3.7900,3.8000,282527220,1078996758.0700,3,0.768600,1,-0.263200,0,43.481440,0.828780,-15.092517,1.109652
2024-01-08,sz.000725,3.8200,3.9700,3.8100,3.8800,3.7900,601705642,2346299630.0000,3,1.636800,1,2.374700,0,44.513981,0.848461,-15.450914,1.136003
2024-01-09,sz.000725,3.8600,3.9200,3.7600,3.7800,3.8800,438196798,1677063515.6800,3,1.192000,1,-2.577300,0,43.366713,0.826594,-15.052695,1.106724
2024-01-10,sz.000725,3.7700,3.7800,3.7100,3.7200,3.7800,312938530,1168411120.8500,3,0.851300,1,-1.587300,0,42.678353,0.813473,-14.813763,1.089157
2024-01-11,sz.000725,3.7300,3.7700,3.7100,3.7600,3.7200,228545185,855965250.4800,3,0.621700,1,1.075300,0,43.137260,0.822220,-14.973051,1.100869
2024-01-12,sz.000725,3.7500,3.7700,3.7100,3.7200,3.7600,223497863,835198124.7000,3,0.608000,1,-1.063800,0,42.678353,0.813473,-14.813763,1.089157
2024-01-15,sz.000725,3.7000,3.7500,3.6900,3.7200,3.7200,193864016,721545641.3600,3,0.527400,1,0.000000,0,42.678353,0.813473,-14.813763,1.089157
2024-01-16,sz.000725,3.7300,3.7400,3.6600,3.7300,3.7200,310656073,1149691608.1400,3,0.845100,1,0.268800,0,42.793080,0.815660,-14.853585,1.092085
2024-01-17,sz.000725,3.7200,3.7300,3.6800,3.6800,3.7300,222970600,826388162.0000,3,0.606500,1,-1.340500,0,42.219446,0.804726,-14.654475,1.077446
2024-01-18,sz.000725,3.6800,3.6900,3.5400,3.6700,3.6800,490711499,1770996794.9200,3,1.334900,1,-0.271700,0,42.104719,0.802539,-14.614653,1.074518
2024-01-19,sz.000725,3.6500,3.6900,3.6000,3.6500,3.6700,306907539,1118105654.4500,3,0.834900,1,-0.545000,0,41.875266,0.798166,-14.535010,1.068663
2024-01-22,sz.000725,3.6500,3.6700,3.5500,3.5800,3.6500,347503979,1259434990.8700,3,0.945300,1,-1.917800,0,41.072178,0.782859,-14.256256,1.048168
2024-01-23,sz.000725,3.5700,3.6200,3.5300,3.5800,3.5800,282421057,1008330679.6600,3,0.768300,1,0.000000,0,41.072178,0.782859,-14.256256,1.048168
2024-01-24,sz.000725,3.5900,3.6700,3.5300,3.6600,3.5800,268791011,967834693.8800,3,0.731200,1,2.234600,0,41.989992,0.800353,-14.574831,1.071590
2024-01-25,sz.000725,3.6600,3.7500,3.6400,3.7400,3.6600,309853817,1150401965.8600,3,0.842900,1,2.185800,0,42.907806,0.817847,-14.893407,1.095013
2024-01-26,sz.000725,3.7300,3.7800,3.7100,3.7500,3.7400,317946499,1191565002.1500,3,0.864900,1,0.267400,0,43.022533,0.820033,-14.933229,1.097941
2024-01-29,sz.000725,3.7600,3.7900,3.7400,3.7400,3.7500,245639573,924638822.3900,3,0.668200,1,-0.266700,0,42.907806,0.817847,-14.893407,1.095013
2024-01-30,sz.000725,3.7300,3.7500,3.6500,3.6500,3.7400,250552149,928215791.9100,3,0.681600,1,-2.406400,0,41.875266,0.798166,-14.535010,1.068663
2024-01-31,sz.000725,3.6500,3.6700,3.5800,3.6000,3.6500,291225241,1054996194.3700,3,0.792200,1,-1.369900,0,41.301632,0.787232,-14.335900,1.054023
2024-02-01,sz.000725,3.5800,3.7400,3.5700,3.6700,3.6000,363587128,1334934000.7400,3,0.989100,1,1.944400,0,42.104719,0.802539,-14.614653,1.074518
2024-02-02,sz.000725,3.6900,3.7100,3.5500,3.6500,3.6700,389005710,1413168328.7000,3,1.058200,1,-0.545000,0,41.875266,0.798166,-14.535010,1.068663
2024-02-05,sz.000725,3.6300,3.7000,3.5700,3.6500,3.6500,473843827,1720309006.7700,3,1.289000,1,0.000000,0,41.875266,0.798166,-14.535010,1.068663
2024-02-06,sz.000725,3.6200,3.8300,3.6100,3.8200,3.6500,552147844,2072658495.3200,3,1.502000,1,4.657500,0,43.825621,0.835341,-15.211983,1.118436
2024-02-07,sz.000725,3.8400,3.8900,3.8200,3.8800,3.8200,554487959,2143944940.5600,3,1.508400,1,1.570700,0,44.513981,0.848461,-15.450914,1.136003
2024-02-08,sz.000725,3.8700,3.9000,3.8300,3.8800,3.8800,467307383,1810685603.6800,3,1.271200,1,0.000000,0,44.513981,0.848461,-15.450914,1.136003
2024-02-19,sz.000725,3.9000,3.9500,3.8600,3.9500,3.8800,452831759,1776347591.6700,3,1.231800,1,1.804100,0,45.317068,0.863769,-15.729668,1.156498
2024-02-20,sz.000725,3.9300,3.9700,3.9100,3.9600,3.9500,317596246,1253422509.2100,3,0.864000,1,0.253200,0,45.431795,0.865955,-15.769490,1.159426
2024-02-21,sz.000725,3.9500,4.0300,3.9200,3.9700,3.9600,435794460,1740056568.6400,3,1.185500,1,0.252500,0,45.546522,0.868142,-15.809312,1.162353
2024-02-22,sz.000725,3.9800,4.0000,3.9400,3.9800,3.9700,322997628,1282298394.8400,3,0.878600,1,0.251900,0,45.661249,0.870329,-15.849134,1.165281
2024-02-23,sz.000725,3.9900,4.0000,3.9500,3.9800,3.9800,256257392,1018522010.9300,3,0.697100,1,0.000000,0,45.661249,0.870329,-15.849134,1.165281
2024-02-26,sz.000725,3.9800,4.0000,3.9300,3.9300,3.9800,283191515,1122148580.8000,3,0.770400,1,-1.256300,0,45.087615,0.859395,-15.650024,1.150642
2024-02-27,sz.000725,3.9300,3.9900,3.9200,3.9800,3.9300,270750799,1072043389.1600,3,0.736500,1,1.272300,0,45.661249,0.870329,-15.849134,1.165281
2024-02-28,sz.000725,3.9900,4.0000,3.9000,3.9000,3.9800,409833790,1616784893.8400,3,1.114900,1,-2.010100,0,44.743435,0.852835,-15.530558,1.141859
2024-02-29,sz.000725,3.8800,3.9900,3.8800,3.9900,3.9000,384614846,1518212092.3000,3,1.046300,1,2.307700,0,45.775975,0.872516,-15.888956,1.168209
2024-03-01,sz.000725,3.9900,4.1100,3.9900,4.1100,3.9900,696023332,2826205225.1900,3,1.893400,1,3.007500,0,47.152696,0.898757,-16.366819,1.203343
