date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sz.300760,290.6000,294.0000,288.5800,293.4700,290.6000,3055015,891341987.0200,3,0.252000,1,0.987600,0,31.379368,10.351405,154.589577,9.663281
2024-01-03,sz.300760,291.6500,294.3800,289.8000,289.8000,293.4700,2197468,640473916.1200,3,0.181200,1,-1.250600,0,30.986953,10.221955,152.656352,9.542437
2024-01-04,sz.300760,289.0600,290.8300,283.5000,285.8100,289.8000,2985220,853129312.4200,3,0.246200,1,-1.376800,0,30.560321,10.081218,150.554561,9.411055
2024-01-05,sz.300760,286.7400,288.8600,282.5000,283.6900,285.8100,3223127,918897781.0000,3,0.265800,1,-0.741800,0,30.333639,10.006441,149.437821,9.341249
2024-01-08,sz.300760,283.6600,285.8700,279.1000,279.1000,283.6900,2637555,743534655.6100,3,0.217500,1,-1.618000,0,29.842852,9.844540,147.019972,9.190111
2024-01-09,sz.300760,280.1200,285.0000,279.0400,281.7600,279.1000,2933918,828486332.2200,3,0.242000,1,0.953100,0,30.127273,9.938365,148.421165,9.277698
2024-01-10,sz.300760,279.8000,282.3900,276.3200,277.5700,281.7600,2796460,780164903.6400,3,0.230600,1,-1.487100,0,29.679256,9.790573,146.214022,9.139731
2024-01-11,sz.300760,277.8000,282.2000,275.0700,280.2000,277.5700,2997250,839842144.7000,3,0.247200,1,0.947500,0,29.960470,9.883340,147.599412,9.226331
2024-01-12,sz.300760,280.0000,281.8000,277.0000,277.0000,280.2000,2212926,616900937.6200,3,0.182500,1,-1.142000,0,29.618309,9.770468,145.913766,9.120963
2024-01-15,sz.300760,275.1300,279.6000,273.5500,278.5000,277.0000,2292203,635558144.6200,3,0.189100,1,0.541500,0,29.778697,9.823377,146.703913,9.170354
2024-01-16,sz.300760,276.5100,277.5700,271.7000,275.3100,278.5000,3239176,887118756.9500,3,0.267200,1,-1.145400,0,29.437605,9.710858,145.023534,9.065315
2024-01-17,sz.300760,274.5000,275.3600,269.1200,269.5000,275.3100,3553672,962551716.9700,3,0.293100,1,-2.110300,0,28.816369,9.505925,141.963032,8.874005
2024-01-18,sz.300760,269.0000,273.5000,264.6700,272.9800,269.5000,4044593,1086054717.7000,3,0.333600,1,1.291300,0,29.188469,9.628673,143.796173,8.988593
2024-01-19,sz.300760,270.5900,278.9600,270.1600,276.6100,272.9800,3858322,1065474071.1800,3,0.318200,1,1.329800,0,29.576608,9.756712,145.708328,9.108121
2024-01-22,sz.300760,277.7300,280.6600,273.8200,274.8600,276.6100,4675537,1296367521.0300,3,0.385600,1,-0.632700,0,29.389489,9.694985,144.786490,9.050497
2024-01-23,sz.300760,272.9000,278.2000,271.5000,275.5000,274.8600,3451067,950863277.3800,3,0.284600,1,0.232800,0,29.457921,9.717559,145.123619,9.071571
2024-01-24,sz.300760,278.2100,284.3600,275.1500,283.0000,275.5000,3599903,1005059155.2700,3,0.296900,1,2.722300,0,30.259860,9.982103,149.074353,9.318529
2024-01-25,sz.300760,280.2900,284.4000,279.4500,283.8500,283.0000,2949356,833129987.4500,3,0.243300,1,0.300400,0,30.350747,10.012084,149.522103,9.346517
2024-01-26,sz.300760,281.1000,285.3800,280.6900,284.3200,283.8500,3160294,896695558.8600,3,0.260700,1,0.165600,0,30.401002,10.028662,149.769682,9.361993
2024-01-29,sz.300760,285.9800,287.0000,267.8900,269.0000,284.3200,5223170,1435905935.4500,3,0.430800,1,-5.388300,0,28.762906,9.488288,141.699650,8.857541
2024-01-30,sz.300760,269.1000,272.5800,266.0100,267.7700,269.0000,2810149,755529183.6900,3,0.231800,1,-0.457200,0,28.631388,9.444903,141.051730,8.817040
2024-01-31,sz.300760,267.0000,271.0000,263.5100,268.3300,267.7700,3417180,911304106.7000,3,0.281800,1,0.209100,0,28.691266,9.464656,141.346718,8.835480
2024-02-01,sz.300760,268.9900,274.4000,265.1400,273.1900,268.3300,3207977,869416995.4200,3,0.264600,1,1.811200,0,29.210923,9.636080,143.906793,8.995508
2024-02-02,sz.300760,271.1900,274.0000,266.0000,267.4300,273.1900,3688339,997485949.2000,3,0.304200,1,-2.108400,0,28.595034,9.432911,140.872630,8.805845
2024-02-05,sz.300760,265.0000,289.8000,264.1300,284.3400,267.4300,7906250,2211354227.7400,3,0.652100,1,6.323100,0,30.403140,10.029368,149.780217,9.362652
2024-02-06,sz.300760,282.3600,296.6200,281.5100,292.5000,284.3400,7548774,2208264946.8600,3,0.622600,1,2.869800,0,31.275651,10.317191,154.078616,9.631341
2024-02-07,sz.300760,292.4600,302.1000,288.5700,301.0000,292.5000,8059137,2402055076.1400,3,0.664700,1,2.906000,0,32.184516,10.617007,158.556114,9.911226
2024-02-08,sz.300760,301.3800,307.1000,294.5000,297.3800,301.0000,6274127,1871638049.5900,3,0.517500,1,-1.202700,0,31.797446,10.489320,156.649227,9.792028
2024-02-19,sz.300760,301.5000,302.0000,296.2000,298.4800,297.3800,4460666,1334238757.2700,3,0.367900,1,0.369900,0,31.915064,10.528120,157.228668,9.828249
2024-02-20,sz.300760,298.5800,301.9700,296.0000,300.0900,298.4800,4020560,1200893643.8800,3,0.331600,1,0.539400,0,32.087214,10.584909,158.076758,9.881262
2024-02-21,sz.300760,297.9900,305.0000,297.2000,301.3500,300.0900,3484354,1052878312.6600,3,0.287400,1,0.419900,0,32.221940,10.629352,158.740482,9.922751
2024-02-22,sz.300760,301.6000,301.6000,294.6000,295.0300,301.3500,3936436,1165916563.4100,3,0.324700,1,-2.097200,0,31.546172,10.406430,155.411330,9.714648
2024-02-23,sz.300760,294.5000,294.9800,289.0000,290.2100,295.0300,4251913,1237725796.8100,3,0.350700,1,-1.633700,0,31.030792,10.236417,152.872325,9.555937
2024-02-26,sz.300760,291.9900,291.9900,288.1300,290.1200,290.2100,3318526,963555584.9000,3,0.273700,1,-0.031000,0,31.021169,10.233242,152.824916,9.552974
