date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sh.601689,73.5000,73.7900,69.7600,69.7600,73.5000,8924075,633969082.4700,3,0.809800,1,-5.088400,0,36.810314,4.037532,-173.864846,5.879563
2024-01-03,sh.601689,69.5000,69.7000,67.0100,68.8900,69.7600,13434611,914268664.8700,3,1.219100,1,-1.247100,0,36.351264,3.987182,-171.696632,5.806241
2024-01-04,sh.601689,68.8000,68.8800,66.8800,68.1000,68.8900,10704775,724897093.4400,3,0.971400,1,-1.146800,0,35.934404,3.941458,-169.727691,5.739658
2024-01-05,sh.601689,69.0000,69.2300,66.3100,66.6800,68.1000,8681275,586394313.5300,3,0.787700,1,-2.085200,0,35.185111,3.859272,-166.188582,5.619976
2024-01-08,sh.601689,65.9800,65.9800,63.7000,64.0300,66.6800,11822052,760087431.8400,3,1.072700,1,-3.974200,0,33.786782,3.705897,-159.583907,5.396627
2024-01-09,sh.601689,64.5000,65.3000,62.4800,62.7700,64.0300,12372189,788475335.6700,3,1.122700,1,-1.967800,0,33.121917,3.632971,-156.443570,5.290430
2024-01-10,sh.601689,62.0000,63.5200,61.5100,63.1800,62.7700,10602540,663508651.4100,3,0.962100,1,0.653200,0,33.338262,3.656701,-157.465426,5.324986
2024-01-11,sh.601689,63.0500,64.6500,61.7400,63.9400,63.1800,9140924,578665965.6300,3,0.829400,1,1.202900,0,33.739292,3.700688,-159.359597,5.389041
2024-01-12,sh.601689,63.6000,65.8800,63.5000,64.0100,63.9400,9149037,589735932.7500,3,0.830200,1,0.109500,0,33.776229,3.704739,-159.534060,5.394941
2024-01-15,sh.601689,63.5000,64.2900,62.5000,62.9800,64.0100,6509553,410978220.8200,3,0.590700,1,-1.609100,0,33.232728,3.645125,-156.966960,5.308130
2024-01-16,sh.601689,62.7000,63.7400,61.8300,62.6600,62.9800,6063387,379848775.4600,3,0.550200,1,-0.508100,0,33.063873,3.626605,-156.169414,5.281159
2024-01-17,sh.601689,61.9900,61.9900,57.9600,58.0000,62.6600,21312759,1255411726.0800,3,1.933900,1,-7.437000,0,30.604926,3.356896,-144.555155,4.888402
2024-01-18,sh.601689,57.9000,60.6900,56.8000,60.5800,58.0000,17067541,995099385.0000,3,1.548700,1,4.448300,0,31.966317,3.506219,-150.985367,5.105851
2024-01-19,sh.601689,59.3300,60.4400,57.8800,58.1800,60.5800,12466490,733131373.0500,3,1.131200,1,-3.961700,0,30.699906,3.367313,-145.003775,4.903572
2024-01-22,sh.601689,58.0000,58.5500,54.6800,55.5100,58.1800,11795135,666096997.3200,3,1.070300,1,-4.589200,0,29.291024,3.212781,-138.349253,4.678537
2024-01-23,sh.601689,55.5100,57.2300,54.5300,56.7200,55.5100,9169366,514011456.1800,3,0.832000,1,2.179800,0,29.929506,3.282812,-141.364972,4.780520
2024-01-24,sh.601689,56.9000,57.1900,54.9000,56.4400,56.7200,7899267,442521557.7700,3,0.716800,1,-0.493700,0,29.781759,3.266607,-140.667120,4.756920
2024-01-25,sh.601689,55.6100,55.6100,51.8000,53.2100,56.4400,25698789,1372535761.6800,3,2.331900,1,-5.722900,0,28.077381,3.079662,-132.616893,4.484687
2024-01-26,sh.601689,51.1600,52.1000,50.4000,50.7100,53.2100,23496637,1200962091.1300,3,2.132100,1,-4.698400,0,26.758203,2.934968,-126.386067,4.273980
2024-01-29,sh.601689,50.9300,51.2800,48.6000,48.8100,50.7100,15189808,752027747.9500,3,1.378300,1,-3.746800,0,27.174837,2.980667,-128.353939,4.340527
2024-01-30,sh.601689,49.1000,50.9900,48.3200,49.3800,48.8100,14878693,741979138.6400,3,1.350100,1,1.167800,0,27.492183,3.015475,-129.852848,4.391216
2024-01-31,sh.601689,49.1600,50.2900,48.3400,48.7400,49.3800,14128579,696281426.1300,3,1.282000,1,-1.296100,0,27.135864,2.976392,-128.169863,4.334302
2024-02-01,sh.601689,48.7000,51.3000,47.9500,49.4700,48.7400,15337746,765204632.9300,3,1.391700,1,1.497700,0,27.542290,3.020971,-130.089518,4.399219
2024-02-02,sh.601689,49.6400,50.2800,45.8800,47.1900,49.4700,14463392,691381894.7900,3,1.312400,1,-4.608900,0,26.272906,2.881739,-124.093882,4.196466
2024-02-05,sh.601689,46.0300,46.7700,43.3000,45.2100,47.1900,22925291,1036555062.9800,3,2.080200,1,-4.195800,0,25.170546,2.760827,-118.887146,4.020390
2024-02-06,sh.601689,45.0000,48.5100,44.2400,48.4000,45.2100,25738483,1209020640.4000,3,2.335500,1,7.056000,0,26.946570,2.955630,-127.275777,4.304067
2024-02-07,sh.601689,48.1500,50.8500,47.5000,49.5000,48.4000,23414969,1156773663.3400,3,2.124700,1,2.272700,0,27.558992,3.022803,-130.168408,4.401887
2024-02-08,sh.601689,49.5000,52.5900,48.8700,52.3100,49.5000,18482153,939555419.6000,3,1.677100,1,5.676800,0,29.123452,3.194400,-137.557766,4.651772
2024-02-19,sh.601689,53.0000,53.0000,47.8200,48.7500,52.3100,25026204,1248299730.8100,3,2.270900,1,-6.805600,0,27.141432,2.977003,-128.196159,4.335192
2024-02-20,sh.601689,48.0000,48.3500,45.3000,47.8600,48.7500,28843083,1336528278.0000,3,2.617200,1,-1.825600,0,26.645927,2.922653,-125.855758,4.256047
2024-02-21,sh.601689,46.3800,52.6500,46.2100,51.3600,47.8600,30829764,1564534104.1100,3,2.797500,1,7.313000,0,28.594542,3.136387,-135.059585,4.567291
2024-02-22,sh.601689,50.4800,53.0700,50.1300,52.1400,51.3600,20010148,1030719208.4900,3,1.815700,1,1.518700,0,29.028805,3.184019,-137.110723,4.636654
2024-02-23,sh.601689,52.9900,57.3500,52.8000,57.3500,52.1400,28316072,1567899035.5100,3,2.569400,1,9.992300,0,31.929459,3.502177,-150.811277,5.099964
2024-02-26,sh.601689,60.0000,60.8500,58.0500,58.7700,57.3500,30563642,1808288629.6300,3,2.773300,1,2.476000,0,32.720040,3.588891,-154.545401,5.226240
2024-02-27,sh.601689,58.3800,60.4900,57.4200,60.0400,58.7700,18862525,1110405770.2800,3,1.711600,1,2.161000,0,33.427109,3.666446,-157.885075,5.339178
2024-02-28,sh.601689,59.3800,60.3000,56.4300,56.6400,60.0400,19879829,1157069192.9500,3,1.803900,1,-5.662900,0,31.534168,3.458819,-148.944215,5.036826
