date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sz.001979,9.5300,9.5300,8.9300,8.9500,9.5300,103869484,941295781.6800,3,1.342300,1,-6.086000,0,15.976715,0.478865,7.201415,0.841654
2024-01-03,sz.001979,8.9300,9.0400,8.8600,8.9200,8.9500,50753733,453726698.6400,3,0.655900,1,-0.335200,0,15.923162,0.477260,7.177276,0.838833
2024-01-04,sz.001979,8.8800,8.9000,8.6600,8.7700,8.9200,65050674,568574082.2500,3,0.840700,1,-1.681600,0,15.655396,0.469234,7.056582,0.824727
2024-01-05,sz.001979,8.7300,8.8700,8.6300,8.6700,8.7700,63175509,552245805.9300,3,0.816400,1,-1.140300,0,15.476885,0.463884,6.976119,0.815323
2024-01-08,sz.001979,8.7100,8.7400,8.4600,8.5100,8.6700,52282675,447500560.8100,3,0.675700,1,-1.845400,0,15.191268,0.455323,6.847379,0.800277
2024-01-09,sz.001979,8.5100,8.7400,8.4300,8.6400,8.5100,48816850,420657547.0800,3,0.630900,1,1.527600,0,15.423332,0.462279,6.951980,0.812502
2024-01-10,sz.001979,8.5900,8.7600,8.5400,8.6400,8.6400,40746097,352628063.4400,3,0.526600,1,0.000000,0,15.423332,0.462279,6.951980,0.812502
2024-01-11,sz.001979,8.6200,8.6500,8.4600,8.5700,8.6400,48672814,415444408.2800,3,0.629000,1,-0.810200,0,15.298374,0.458533,6.895656,0.805919
2024-01-12,sz.001979,8.5100,8.6800,8.4900,8.5400,8.5700,40373456,346792135.0100,3,0.521800,1,-0.350100,0,15.244821,0.456928,6.871518,0.803098
2024-01-15,sz.001979,8.5300,8.6700,8.4000,8.6300,8.5400,43483764,372094100.3400,3,0.562000,1,1.053900,0,15.405481,0.461744,6.943934,0.811562
2024-01-16,sz.001979,8.5800,8.6900,8.4700,8.5900,8.6300,32580068,278899465.0600,3,0.421000,1,-0.463500,0,15.334076,0.459603,6.911749,0.807800
2024-01-17,sz.001979,8.5600,8.5700,8.3100,8.3100,8.5900,39463200,331828478.0700,3,0.510000,1,-3.259600,0,14.834246,0.444622,6.686453,0.781469
2024-01-18,sz.001979,8.2600,8.4400,8.1100,8.4000,8.3100,48641871,402114464.4700,3,0.628600,1,1.083000,0,14.994906,0.449437,6.758870,0.789933
2024-01-19,sz.001979,8.3700,8.5600,8.3500,8.4300,8.4000,41514446,351031409.8600,3,0.536500,1,0.357100,0,15.048459,0.451043,6.783009,0.792754
2024-01-22,sz.001979,8.4000,8.4800,8.0900,8.1500,8.4300,49300336,410055852.0400,3,0.637100,1,-3.321500,0,14.548629,0.436061,6.557713,0.766423
2024-01-23,sz.001979,8.1500,8.2300,8.0300,8.1500,8.1500,45143850,367673834.8700,3,0.583400,1,0.000000,0,14.548629,0.436061,6.557713,0.766423
2024-01-24,sz.001979,8.1900,8.3800,8.1100,8.3800,8.1500,48008927,396060702.6900,3,0.620400,1,2.822100,0,14.959204,0.448367,6.742777,0.788052
2024-01-25,sz.001979,8.4200,8.9800,8.3900,8.9400,8.3800,91086052,796512637.2100,3,1.177100,1,6.682600,0,15.958864,0.478330,7.193369,0.840714
