date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ
2024-01-02,sh.601988,3.9900,4.0400,3.9800,4.0100,3.9900,167052841,671748518.6700,3,0.079300,1,0.501300,0,5.129978,1.818900,2.241926,0.545011
2024-01-03,sh.601988,4.0100,4.0600,4.0100,4.0500,4.0100,183377660,741172790.8200,3,0.087000,1,0.997500,0,5.181149,1.837043,2.264289,0.550447
2024-01-04,sh.601988,4.0500,4.1500,4.0400,4.1400,4.0500,256306363,1049333406.2600,3,0.121600,1,2.222200,0,5.296286,1.877867,2.314607,0.562679
2024-01-05,sh.601988,4.1400,4.1900,4.1000,4.1200,4.1400,214880085,890404786.1600,3,0.102000,1,-0.483100,0,5.270700,1.868795,2.303425,0.559961
2024-01-08,sh.601988,4.1200,4.1500,4.0800,4.1000,4.1200,186333583,766636712.6300,3,0.088400,1,-0.485400,0,5.245114,1.859723,2.292243,0.557243
2024-01-09,sh.601988,4.0900,4.1200,4.0500,4.1000,4.1000,166919951,681450195.5100,3,0.079200,1,0.000000,0,5.245114,1.859723,2.292243,0.557243
2024-01-10,sh.601988,4.1000,4.1300,4.0400,4.0400,4.1000,203708518,828319237.0400,3,0.096700,1,-1.463400,0,5.168356,1.832507,2.258698,0.549088
2024-01-11,sh.601988,4.0300,4.0400,3.9800,3.9800,4.0400,203953985,816986618.6800,3,0.096800,1,-1.485100,0,5.091599,1.805292,2.225153,0.540933
2024-01-12,sh.601988,3.9700,4.0400,3.9700,4.0300,3.9800,156383098,628058047.6400,3,0.074200,1,1.256300,0,5.155563,1.827972,2.253108,0.547729
2024-01-15,sh.601988,4.0300,4.0500,4.0100,4.0500,4.0300,129558959,522949766.7200,3,0.061500,1,0.496300,0,5.181149,1.837043,2.264289,0.550447
2024-01-16,sh.601988,4.0400,4.0700,4.0200,4.0700,4.0500,186165023,754347879.7500,3,0.088300,1,0.493800,0,5.206735,1.846115,2.275471,0.553165
2024-01-17,sh.601988,4.0600,4.1000,4.0300,4.0300,4.0700,217728928,884998530.7800,3,0.103300,1,-0.982800,0,5.155563,1.827972,2.253108,0.547729
2024-01-18,sh.601988,4.0300,4.0400,3.8900,4.0100,4.0300,398524417,1575766405.2500,3,0.189100,1,-0.496300,0,5.129978,1.818900,2.241926,0.545011
2024-01-19,sh.601988,4.0000,4.0000,3.9500,3.9700,4.0100,243185844,967239939.7100,3,0.115400,1,-0.997500,0,5.078806,1.800756,2.219563,0.539574
2024-01-22,sh.601988,3.9700,4.0300,3.9500,4.0000,3.9700,289722201,1159945302.6200,3,0.137500,1,0.755700,0,5.117185,1.814364,2.236335,0.543651
2024-01-23,sh.601988,3.9800,4.0000,3.9500,3.9800,4.0000,220844247,877659536.6600,3,0.104800,1,-0.500000,0,5.091599,1.805292,2.225153,0.540933
2024-01-24,sh.601988,3.9900,4.1000,3.9800,4.1000,3.9800,270184731,1091798262.4900,3,0.128200,1,3.015100,0,5.245114,1.859723,2.292243,0.557243
2024-01-25,sh.601988,4.1100,4.1700,4.1000,4.1500,4.1000,240280996,993808138.9300,3,0.114000,1,1.219500,0,5.309079,1.882402,2.320198,0.564038
2024-01-26,sh.601988,4.1400,4.2900,4.1400,4.2800,4.1500,338161640,1430158410.1000,3,0.160400,1,3.132500,0,5.475388,1.941369,2.392879,0.581707
2024-01-29,sh.601988,4.2900,4.3500,4.2400,4.3000,4.2800,274380378,1180774764.8500,3,0.130200,1,0.467300,0,5.500973,1.950441,2.404060,0.584425
2024-01-30,sh.601988,4.2800,4.3400,4.2300,4.2700,4.3000,208305689,892534691.6800,3,0.098800,1,-0.697700,0,5.462595,1.936833,2.387288,0.580348
2024-01-31,sh.601988,4.2500,4.3500,4.2400,4.3200,4.2700,250145132,1077385710.6200,3,0.118700,1,1.171000,0,5.526559,1.959513,2.415242,0.587144
2024-02-01,sh.601988,4.3100,4.3300,4.2700,4.2700,4.3200,207757060,891443487.1700,3,0.098600,1,-1.157400,0,5.462595,1.936833,2.387288,0.580348
2024-02-02,sh.601988,4.2800,4.3300,4.2500,4.3200,4.2700,282839382,1216690135.1900,3,0.134200,1,1.171000,0,5.526559,1.959513,2.415242,0.587144
2024-02-05,sh.601988,4.3000,4.4500,4.2800,4.4400,4.3200,398751528,1749168820.5300,3,0.189200,1,2.777800,0,5.680075,2.013944,2.482332,0.603453
2024-02-06,sh.601988,4.4400,4.5100,4.4000,4.4600,4.4400,362253486,1619218539.6400,3,0.171900,1,0.450500,0,5.705661,2.023016,2.493514,0.606171
2024-02-07,sh.601988,4.4300,4.4500,4.2400,4.3500,4.4600,474552707,2053680792.6600,3,0.225200,1,-2.466400,0,5.564938,1.973121,2.432014,0.591221
2024-02-08,sh.601988,4.3200,4.3400,4.1900,4.3100,4.3500,349456882,1488538044.0400,3,0.165800,1,-0.919500,0,5.513766,1.954977,2.409651,0.585784
2024-02-19,sh.601988,4.3000,4.5200,4.2700,4.5100,4.3100,358566170,1578816708.8900,3,0.170100,1,4.640400,0,5.769626,2.045695,2.521468,0.612967
2024-02-20,sh.601988,4.5000,4.5500,4.4600,4.5300,4.5100,188611547,851920729.8100,3,0.089500,1,0.443500,0,5.795212,2.054767,2.532649,0.615685
2024-02-21,sh.601988,4.5200,4.6400,4.5100,4.5600,4.5300,218315737,1000515490.4800,3,0.103600,1,0.662300,0,5.833590,2.068375,2.549422,0.619763
2024-02-22,sh.601988,4.5600,4.5800,4.5200,4.5600,4.5600,152926631,695281649.0500,3,0.072600,1,0.000000,0,5.833590,2.068375,2.549422,0.619763
2024-02-23,sh.601988,4.5700,4.6700,4.5600,4.6000,4.5600,192314923,889355969.3300,3,0.091200,1,0.877200,0,5.884762,2.086518,2.571785,0.625199
2024-02-26,sh.601988,4.6000,4.6000,4.4500,4.4600,4.6000,231359421,1045296522.5800,3,0.109800,1,-3.043500,0,5.705661,2.023016,2.493514,0.606171
2024-02-27,sh.601988,4.4500,4.5100,4.4300,4.4600,4.4600,156993738,701135884.3500,3,0.074500,1,0.000000,0,5.705661,2.023016,2.493514,0.606171
2024-02-28,sh.601988,4.4600,4.5000,4.3800,4.4600,4.4600,231075058,1025807766.5800,3,0.109600,1,0.000000,0,5.705661,2.023016,2.493514,0.606171
2024-02-29,sh.601988,4.4500,4.4800,4.4300,4.4700,4.4600,177942425,793297584.0200,3,0.084400,1,0.224200,0,5.718454,2.027552,2.499104,0.607530
2024-03-01,sh.601988,4.4700,4.5000,4.4400,4.4800,4.4700,188682830,844177165.7000,3,0.089500,1,0.223700,0,5.731247,2.032088,2.504695,0.608890
2024-03-04,sh.601988,4.4700,4.5400,4.4500,4.5100,4.4800,192842250,867836835.3600,3,0.091500,1,0.669600,0,5.769626,2.045695,2.521468,0.612967
2024-03-05,sh.601988,4.5100,4.6100,4.5100,4.6000,4.5100,207707420,951681160.8900,3,0.098500,1,1.995600,0,5.884762,2.086518,2.571785,0.625199
